75.0,0.0,25.0,0.0,0.0,13.19
30.0,0.0,70.0,0.0,0.0,15.559999999999999
45.0,0.0,55.0,0.0,0.0,14.855
90.0,0.0,0.0,10.0,0.0,24.01
95.0,0.0,0.0,0.0,5.0,26.19
60.0,0.0,0.0,40.0,0.0,33.44
30.0,0.0,0.0,70.0,0.0,37.09
45.0,0.0,0.0,55.0,0.0,45.53
15.0,0.0,0.0,85.0,0.0,45.97
55.0,0.0,0.0,0.0,45.0,140.7
25.0,0.0,0.0,0.0,75.0,215.37
90.0,10.0,0.0,0.0,0.0,199.1
70.0,30.0,0.0,0.0,0.0,411.82
60.0,40.0,0.0,0.0,0.0,588.4649999999999
88.25,0.83,8.23,1.57,1.21,5.09
85.48,0.32,0.15,4.03,9.96,6.19
94.81,0.3,0.28,0.08,4.53,6.44
73.99,0.5,25.18,0.28,0.04,7.2
74.19,0.07,24.76,0.17,0.8,7.58
44.35,0.18,54.47,0.18,0.81,8.39
93.87,0.24,0.56,0.24,5.11,9.02
84.86,3.42,0.96,0.28,10.41,11.15
59.82,0.23,0.5,38.89,0.55,11.44
54.48,0.65,0.53,0.46,43.89,12.19
85.08,7.75,3.5,2.24,1.36,18.25
44.01,0.09,0.9,54.71,0.3,19.18
74.31,0.39,0.1,25.18,0.04,49.98
91.13,1.99,1.95,2.24,2.69,6.25
90.31,0.18,0.62,8.25,0.65,7.09
89.8,3.01,1.59,4.36,1.23,7.84
90.3,0.2,7.89,0.79,0.89,7.85
92.28,2.19,2.61,1.66,1.24,10.37
84.55,1.93,1.4,3.23,8.85,9.895
18.67,0.27,47.09,24.03,9.99,14.08
88.45,3.5,1.89,1.96,4.21,16.66
89.55,5.72,0.83,1.8,2.1,16.69
18.74,0.17,18.41,36.13,26.58,17.89
16.15,0.46,25.38,51.42,6.55,16.905
20.57,0.18,35.6,39.41,4.16,18.43
90.48,4.82,2.61,0.55,1.57,28.51
88.5,7.91,0.96,1.95,0.64,31.24
19.84,1.06,28.7,33.62,16.75,34.35
87.89,2.0,6.26,2.42,1.33,63.53
74.88,0.08,2.02,22.01,1.03,7.25
19.13,0.4,46.86,25.41,8.25,8.725
83.17,1.72,3.54,2.43,9.07,11.925
83.55,0.58,3.09,7.01,5.74,13.46
92.37,0.45,1.84,0.51,4.85,13.99
17.71,0.98,25.34,50.3,5.68,14.78
43.11,0.53,53.45,0.51,2.36,14.99
84.57,0.9,0.69,5.84,7.98,16.13
82.28,2.43,2.97,3.56,8.72,16.51
88.62,0.3,0.34,9.64,1.11,14.475000000000001
86.41,2.25,0.04,1.87,9.45,26.55
42.44,1.11,1.49,54.04,0.95,26.57
85.38,1.66,1.45,1.1,10.48,28.39
84.01,2.49,0.67,4.71,8.11,32.04
84.09,1.85,0.65,2.36,11.14,39.11
86.6,1.1,0.28,2.42,9.54,52.77
80.26,0.53,12.03,5.47,1.78,4.56
18.73,1.28,47.46,24.64,7.94,6.73
93.11,0.03,0.63,3.78,2.5,7.08
96.27,0.27,2.02,0.85,0.51,6.99
19.15,1.59,48.4,23.33,7.57,7.96
94.58,0.03,1.15,1.38,2.91,9.71
84.23,1.06,1.13,4.34,9.15,10.5
82.98,8.04,4.79,2.58,1.51,11.47
19.52,1.24,46.21,25.86,7.23,13.25
91.03,0.46,1.93,6.59,0.04,13.55
44.55,0.5,51.55,1.1,2.31,17.35
16.88,1.25,24.96,49.58,7.32,20.03
84.6,7.56,0.04,7.83,0.06,29.81
19.23,0.34,45.36,26.03,9.07,45.34
81.71,4.33,5.44,8.58,0.04,86.01
69.1,30.83,0.04,0.04,0.04,233.89
58.55,37.36,1.92,0.87,1.27,374.29
48.97,50.34,0.04,0.1,0.56,433.78
49.4,49.48,0.54,0.38,0.21,484.36
58.76,39.81,0.75,0.15,0.53,545.78
49.51,49.24,0.62,0.12,0.56,584.89
48.72,49.78,0.45,0.83,0.23,618.72
49.72,48.06,1.11,0.89,0.23,625.33
50.64,48.29,0.23,0.44,0.41,619.9000000000001
47.81,49.29,0.55,1.46,0.89,750.9
40.29,58.82,0.29,0.41,0.19,770.35
46.92,50.3,1.53,0.04,1.23,838.31
48.62,50.35,0.49,0.53,0.04,226.22
47.49,50.27,1.47,0.65,0.16,325.56
47.05,49.93,0.7,1.63,0.73,540.19
56.62,37.68,3.06,1.13,1.53,540.19
44.75,52.92,0.21,1.32,0.84,543.75
53.99,44.58,0.04,0.54,0.89,554.41
49.58,45.42,0.89,2.25,1.93,608.87
42.33,51.83,2.75,2.87,0.32,696.0575
55.32,37.04,1.9,2.32,3.44,192.74
55.36,38.38,1.13,4.15,1.04,203.82
53.66,38.51,1.57,4.75,1.58,207.38
53.13,37.59,4.69,3.52,1.05,212.66
77.73,20.64,1.58,0.04,0.04,215.93
42.02,47.62,4.59,3.34,2.38,278.51
42.3,45.07,4.49,5.21,3.02,281.68
54.14,40.57,0.04,2.68,2.61,293.6
41.23,49.06,3.41,6.17,0.14,293.93
58.62,39.89,0.04,1.32,0.14,302.25
48.33,50.13,1.32,0.22,0.04,336.24
46.12,48.4,2.73,0.86,1.91,259.11
51.73,32.12,3.92,2.29,9.96,283.86
45.41,48.51,2.1,2.64,1.38,283.21000000000004
46.05,49.9,2.22,0.77,1.09,286.105
45.58,49.52,2.59,0.49,1.89,312.65
48.68,39.72,10.97,0.58,0.04,326.54
45.21,49.39,3.59,1.45,0.41,328.21
47.13,46.95,4.28,1.08,0.57,328.45
47.2,49.49,2.01,0.31,1.01,348.88
67.1,30.15,0.72,0.04,1.95,36.88
38.9,0.03,0.21,2.95,57.95,44.1
60.1,38.39,0.55,0.11,0.86,47.22
68.11,28.69,0.89,0.97,1.35,63.81
44.8,37.4,6.81,5.83,5.18,117.42
50.74,41.05,1.65,4.69,1.87,117.30499999999999
50.35,40.6,5.37,2.44,1.26,184.69
51.81,39.1,5.15,0.78,3.14,214.21
39.05,41.85,5.75,4.04,9.4,219.255
50.65,44.59,4.06,0.04,0.69,220.66
50.7,37.88,4.05,3.37,4.05,233.43
44.89,47.03,3.81,1.16,3.1,249.755
47.09,35.56,5.79,5.47,6.17,331.17
46.44,49.23,1.66,1.7,1.06,385.2
37.69,43.16,4.14,6.22,8.8,405.26
39.9,45.9,3.34,1.76,9.14,419.51
45.8,47.25,3.24,2.7,1.1,542.3
41.64,0.6,0.59,54.7,2.48,2.740952014
60.34,26.07,6.5,2.31,4.87,41.89833748
66.03,30.01,2.61,0.24,1.08,52.47346448
56.59,31.34,5.46,0.93,5.73,76.51244504
61.93,30.52,7.05,0.2,0.36,83.28491341
43.49,46.89,4.18,5.1,0.37,111.8949727
45.6,46.5,1.67,3.96,2.26,135.2652427
43.09,47.85,3.14,3.3,2.67,153.3649441
41.41,52.85,1.88,2.52,1.42,160.6199195
41.6,51.43,2.1,4.91,0.04,162.7067112
43.8,45.29,7.89,2.43,0.55,200.7545831
46.57,48.91,3.08,1.11,0.36,318.1919743
47.26,44.46,7.32,0.69,0.23,322.6997586
45.64,48.86,2.64,1.78,1.09,339.0080085
36.88,41.6,2.67,1.85,16.99,328.33831735
39.61,48.07,7.51,1.93,2.94,390.2707837
37.29,43.2,2.77,1.81,14.94,398.5758253
38.33,43.6,0.1,3.63,14.3,424.19739410000005
43.61,49.29,2.88,4.22,0.04,739.5041034
70.14,27.18,1.45,0.27,0.97,179.12
44.57,48.47,2.93,1.6,2.4,195.35333333333332
68.94,26.79,0.69,1.03,2.57,207.58
71.64,28.16,0.04,0.11,0.05,204.41500000000002
41.9,48.61,3.78,1.87,3.83,214.93
34.13,42.19,8.79,13.22,1.69,226.25
43.13,49.3,3.16,1.72,2.74,240.44
34.01,38.9,0.73,12.68,13.65,258.435
44.61,47.53,2.05,3.17,2.58,289.72
43.83,36.37,0.99,2.44,16.4,297.95
43.17,34.01,3.89,2.04,16.96,325.42
46.69,37.39,0.04,1.86,14.05,356.76
34.96,44.32,1.8,14.01,4.96,382.45
45.15,42.25,7.82,1.98,2.83,395.74
40.02,41.49,0.08,13.95,4.56,406.47
46.86,43.74,5.08,0.78,3.61,454.385
41.63,45.99,8.17,0.04,4.24,696.39
53.4,33.9,1.18,11.34,0.25,271.56
59.98,32.34,5.8,1.71,0.06,537.77
46.51,49.51,2.06,1.06,0.89,545.18
38.38,48.28,0.04,0.57,12.71,636.48
55.34,38.12,6.27,0.01,0.26,608.1
40.67,59.26,0.04,0.04,0.07,703.3133333333334
50.0,50.0,0.0,0.0,0.0,716.395
38.29,47.37,0.95,0.6,12.87,697.4
38.92,49.28,0.09,0.95,10.67,687.78
44.3,54.68,0.04,0.29,0.78,649.9485714285714
40.0,60.0,0.0,0.0,0.0,738.6628862000001
