BAMDIFIROXTEEM-UHFFFAOYSA-N,BDAGIHXWWSANSR-UHFFFAOYSA-N,GGYGJCFIYJVWIP-UHFFFAOYSA-N,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,JMXLWMIFDJCGBV-UHFFFAOYSA-N,KFXBDBPOGBBVMC-UHFFFAOYSA-N,LLWRXQXPJMPHLR-UHFFFAOYSA-N,NXRUEVJQMBGVAT-UHFFFAOYSA-N,ODZKCFHAXXFIQC-UHFFFAOYSA-N,PBGZCCFVBVEIAS-UHFFFAOYSA-N,QNNYEDWTOZODAS-UHFFFAOYSA-N,QRFXELVDJSDWHX-UHFFFAOYSA-N,QTWVKKIQSUTRSU-UHFFFAOYSA-N,QZCGFUVVXNFSLE-UHFFFAOYSA-N,RQQRAHKHDFPBMC-UHFFFAOYSA-L,RYYSZNVPBLKLRS-UHFFFAOYSA-N,SQXJHWOXNLTOOO-UHFFFAOYSA-N,UPHCENSIMPJEIS-UHFFFAOYSA-N,UVLZLKCGKYLKOR-UHFFFAOYSA-N,VAWHFUNJDMQUSB-UHFFFAOYSA-N,XFYICZOIWSBQSK-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,YEJRWHAVMIAJKC-UHFFFAOYSA-N,YYMLRIWBISZOMT-UHFFFAOYSA-N,ZEVRFFCPALTVDN-UHFFFAOYSA-N,ZMXDDKWLCZADIW-UHFFFAOYSA-N
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1101639521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2740520607,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1105506118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2733390047,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1249418955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2467994106,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2682519557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9825150773,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.335481956,0.0,0.0,0.0,1.1033637147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8401800702,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3615336306,0.0,0.0,0.0,1.1287085667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7551246313,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7066997424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0540946684,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7959756169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8471837188,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8853663815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1950883954,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2148365177,0.0,0.0,0.0,0.0,1.2340662325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3183148034,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9901526874,0.0,0.0,0.0,0.0,0.0,0.987072308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7432240018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7145574416,0.0,0.0,0.0,0.0,0.0,0.0,0.8978724169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1936454348,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7250575433,0.0,0.0,0.0,0.0,0.0,0.0,0.5113088588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4638375206
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292667153,0.0,0.0,0.0,0.0,0.0,0.0,0.5230132753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2593240865,0.0,0.0,5.2205857779
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7726904941,0.0,0.0,0.0,0.0,0.0,0.0,0.5113416674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4120086219,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625839437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5914491298,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.7552492888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5173628196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7516406379
0.0,0.0,0.0,0.0,0.0,0.0,0.7732240643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5377052909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8031589097,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.797244296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5145900349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9022243247,0.0,0.0,5.858750642
0.0,0.0,0.0,0.0,0.0,0.0,1.5001813873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4984459088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.150342717
0.0,0.0,0.0,0.0,0.0,0.7289221349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6313404388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8599187174
0.0,0.0,0.0,0.0,0.0,0.7434810856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4931429841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9304360357
0.0,0.0,0.0,0.0,0.0,0.7442259697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4803680291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5112302136,0.0,0.0,5.4706364542
0.0,0.0,0.0,0.0,0.0,2.5287341681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7889530283
0.0,0.0,0.0,0.0,1.4146094043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4108770978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9994211717
0.0,0.0,0.0,0.0,3.3433857514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2484586472
0.0,0.0,0.0,4.5442755633,0.0,2.2586494788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1681603255
0.0,0.0,0.0,5.5832490779,0.0,0.8107550848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0641050363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1211413062
0.0,0.0,0.0,5.6916669524,0.0,0.0,0.0,0.7292667153,0.0,0.0,0.0,0.0,0.0,0.0,0.5230132753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2205857779
0.0,0.0,0.0,5.8789109443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5618410354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7666838578,5.3923321801
0.0,0.0,0.0,5.9220089186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5288253032,0.0,0.0,0.0,0.6695519701,0.0,0.0,0.0,0.0,0.0,0.0,5.4318630721
0.0,0.0,0.0,5.9478328155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5175942527,0.0,0.0,0.7614180197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4555496072
0.0,0.0,0.0,5.9666593599,0.0,0.7369933598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4910203115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4728179384
0.0,0.0,0.0,6.311745393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5157086124,0.0,0.0,0.0,0.0,0.0,0.7690501147,0.0,0.0,0.0,0.0,5.7893422979
0.0,0.0,0.0,6.4073022155,0.0,0.0,0.7387771714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298850056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8769901861
0.0,0.0,0.0,6.4876161833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.430348708,0.0,0.0,2.828191512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.0395494688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4569083447
0.0,0.0,0.0,7.51564072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0508867793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,10.3375915152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9549203086,1.2494201618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,10.409787178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9325337331,1.227217659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,10.5115738827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6578433054,1.3129288743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,11.2865849695,0.0,0.0,0.0,0.7513171029,0.0,0.0,0.0,0.0,0.0,0.0,0.5532898558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,11.4283105295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2108009726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,11.6077023904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1288601285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,11.733044495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5523517003,0.0,0.0,0.0,0.7039436257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,11.8747345633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5128162771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7377520185,0.0
0.0,0.0,0.0,11.8771127623,0.0,0.7493915884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5183644897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,11.8815976235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5718744043,0.7285184784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,11.9032036637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5106498289,0.0,0.0,0.7613153372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,11.9779741409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0268813913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,12.6087392206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5213210966,0.0,0.0,0.0,0.0,0.0,0.7765008896,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,12.8000040532,0.0,0.0,0.7757546337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5101966172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,13.1255770584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2311267781,0.4561279946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,14.0790989377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.7836896807,6.2942542244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5199790939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7732988177
0.0,0.0,0.7912502074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0382206724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1192963689,0.0,0.0,0.0
0.0,0.0,0.8005948456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5352971725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.598572045,0.0,0.0,0.0
0.0,0.0,0.8156823845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5496920572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4825822494
0.0,0.0,0.8297997553,12.515301992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5368158838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8402540621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.539247983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7753214688,0.0,0.0,5.7327825073
0.0,0.0,1.8342904454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1724278214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7903961994
0.0,0.0,3.8244043462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7586949317,0.0,0.0,0.0
0.0,0.0,4.837864819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5759855484
0.0,26.5044536172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7308274874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5073025954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9344647615
0.7349372003,0.0,0.0,5.95604155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5072336259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4630789309
0.7377313896,0.0,0.0,11.8819529555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5299383196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7458368073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5309771893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4808714709,0.0,0.0,5.4405013232
0.7599977249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504060442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4794414665,0.0,0.0,5.4390818517
0.777103699,0.0,0.0,5.8896050304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5444427445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4021411507
0.8894398064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2817178634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9680174134,0.0,0.0,4.9314247661
1.1136213822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0431491901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6366459747
1.361836637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9346814231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2357362745
1.527011799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0408664887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7965675345
1.9376482278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9658508909
2.0302475554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7771794008
2.0377936902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4134096651,0.0,0.0,4.380902061
